STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014
Iowa,Ida County,19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Iowa County,19,95,0,5,2,0,3,1,2,8,6,3,2,0,1,5,2
Iowa,Jackson County,19,97,1,0,1,1,0,2,1,3,1,3,4,4,3,12,10
Iowa,Jasper County,19,99,1,1,1,1,0,1,2,2,0,1,1,0,1,1,3
Iowa,Jefferson County,19,101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
Iowa,Johnson County,19,103,2,2,3,4,6,13,11,28,16,25,24,13,26,40,42
Iowa,Jones County,19,105,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0
Iowa,Keokuk County,19,107,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
Iowa,Kossuth County,19,109,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
Iowa,Lee County,19,111,0,1,0,2,0,0,0,2,2,2,0,0,1,0,2
Iowa,Linn County,19,113,7,2,2,6,1,5,10,10,5,8,8,10,13,15,19
Iowa,Louisa County,19,115,0,0,0,0,0,0,2,2,3,1,0,0,3,0,1
Iowa,Lucas County,19,117,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Iowa,Lyon County,19,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iowa,Madison County,19,121,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
Iowa,Mahaska County,19,123,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
Iowa,Marion County,19,125,1,0,2,1,0,1,0,2,0,0,0,1,4,4,9
Iowa,Marshall County,19,127,0,0,2,2,0,1,1,1,1,0,0,0,2,1,0
Iowa,Mills County,19,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iowa,Mitchell County,19,131,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Iowa,Monona County,19,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Monroe County,19,135,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1
Iowa,Montgomery County,19,137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iowa,Muscatine County,19,139,1,2,3,3,6,9,2,4,5,4,2,1,7,8,11
Iowa,O'Brien County,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Osceola County,19,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Page County,19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Palo Alto County,19,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iowa,Plymouth County,19,149,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Iowa,Pocahontas County,19,151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Iowa,Polk County,19,153,1,1,2,0,2,7,8,4,7,6,4,3,10,8,18
Iowa,Pottawattamie County,19,155,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0
Iowa,Poweshiek County,19,157,0,0,0,0,0,1,0,0,0,2,1,0,1,2,2
Iowa,Ringgold County,19,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Sac County,19,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Scott County,19,163,2,4,5,6,2,5,6,2,7,6,3,3,11,12,13
Iowa,Shelby County,19,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iowa,Sioux County,19,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Iowa,Story County,19,169,1,1,3,5,3,4,0,2,1,2,0,1,2,3,2
Iowa,Tama County,19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Taylor County,19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Union County,19,175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Iowa,Van Buren County,19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Wapello County,19,179,1,1,2,0,1,0,1,1,0,0,0,1,2,2,0
Iowa,Warren County,19,181,1,0,0,0,1,0,1,1,1,2,0,2,0,0,0
Iowa,Washington County,19,183,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2
Iowa,Wayne County,19,185,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Iowa,Webster County,19,187,3,0,0,2,0,2,0,2,0,0,0,0,2,3,0
Iowa,Winnebago County,19,189,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Iowa,Winneshiek County,19,191,1,0,0,2,1,3,1,3,7,2,5,6,8,13,4
Iowa,Woodbury County,19,193,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
Iowa,Worth County,19,195,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Iowa,Wright County,19,197,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
Iowa,Iowa,19,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Allen County,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Anderson County,20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Atchison County,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Barber County,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kansas,Barton County,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Bourbon County,20,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kansas,Brown County,20,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kansas,Butler County,20,15,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Kansas,Chase County,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Chautauqua County,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Cherokee County,20,21,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kansas,Cheyenne County,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Clark County,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Clay County,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Cloud County,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kansas,Coffey County,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kansas,Comanche County,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Cowley County,20,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kansas,Crawford County,20,37,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2
Kansas,Decatur County,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Dickinson County,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kansas,Doniphan County,20,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Douglas County,20,45,2,0,4,1,0,0,0,0,0,4,1,2,3,6,2
Kansas,Edwards County,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Elk County,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Ellis County,20,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kansas,Ellsworth County,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Finney County,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Ford County,20,57,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Kansas,Franklin County,20,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kansas,Geary County,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Gove County,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Graham County,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Grant County,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Gray County,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Greeley County,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Greenwood County,20,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Hamilton County,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Harper County,20,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Harvey County,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Haskell County,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Hodgeman County,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Jackson County,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Jefferson County,20,87,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kansas,Jewell County,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Johnson County,20,91,0,0,1,0,0,1,2,3,4,7,5,3,5,7,3
Kansas,Kearny County,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Kingman County,20,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Kiowa County,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Labette County,20,99,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
Kansas,Lane County,20,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Leavenworth County,20,103,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1
Kansas,Lincoln County,20,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Linn County,20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kansas,Logan County,20,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Lyon County,20,111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kansas,McPherson County,20,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Marion County,20,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kansas,Marshall County,20,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Meade County,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Miami County,20,121,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kansas,Mitchell County,20,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Montgomery County,20,125,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Kansas,Morris County,20,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kansas,Morton County,20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Nemaha County,20,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Neosho County,20,133,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Kansas,Ness County,20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Norton County,20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Osage County,20,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kansas,Osborne County,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Ottawa County,20,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Pawnee County,20,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Phillips County,20,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Pottawatomie County,20,149,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kansas,Pratt County,20,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Rawlins County,20,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Reno County,20,155,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0
Kansas,Republic County,20,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Rice County,20,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Riley County,20,161,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1
Kansas,Rooks County,20,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Rush County,20,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Russell County,20,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Saline County,20,169,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Kansas,Scott County,20,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Sedgwick County,20,173,2,0,0,0,0,0,0,0,3,0,0,3,2,5,3
Kansas,Seward County,20,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Shawnee County,20,177,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Kansas,Sheridan County,20,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Sherman County,20,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Smith County,20,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Stafford County,20,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kansas,Stanton County,20,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Stevens County,20,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Sumner County,20,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Thomas County,20,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Trego County,20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wabaunsee County,20,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wallace County,20,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Washington County,20,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wichita County,20,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wilson County,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Woodson County,20,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Wyandotte County,20,209,0,0,0,0,0,0,0,2,1,0,0,1,0,2,2
Kansas,Kansas,20,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Adair County,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kentucky,Allen County,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Anderson County,21,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kentucky,Ballard County,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Barren County,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kentucky,Bath County,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Bell County,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Boone County,21,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kentucky,Bourbon County,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Boyd County,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kentucky,Boyle County,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Bracken County,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Breathitt County,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Breckinridge County,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Bullitt County,21,29,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Kentucky,Butler County,21,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Caldwell County,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Calloway County,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Campbell County,21,37,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Kentucky,Carlisle County,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Carroll County,21,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Kentucky,Carter County,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Kentucky,Casey County,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Christian County,21,47,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0
Kentucky,Clark County,21,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Clay County,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Clinton County,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Crittenden County,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Cumberland County,21,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Daviess County,21,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kentucky,Edmonson County,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Elliott County,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Estill County,21,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Fayette County,21,67,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0
Kentucky,Fleming County,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Floyd County,21,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Franklin County,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kentucky,Fulton County,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Gallatin County,21,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Garrard County,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Grant County,21,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Graves County,21,83,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Grayson County,21,85,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1
Kentucky,Green County,21,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kentucky,Greenup County,21,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Hancock County,21,91,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Kentucky,Hardin County,21,93,1,4,3,2,0,0,0,0,1,0,0,1,0,1,0
Kentucky,Harlan County,21,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Harrison County,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Hart County,21,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kentucky,Henderson County,21,101,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Kentucky,Henry County,21,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Hickman County,21,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Hopkins County,21,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Jackson County,21,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Jefferson County,21,111,1,4,1,2,5,0,3,2,0,0,2,1,0,2,3
Kentucky,Jessamine County,21,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Johnson County,21,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Kenton County,21,117,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Kentucky,Knott County,21,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Knox County,21,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kentucky,Larue County,21,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kentucky,Laurel County,21,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Kentucky,Lawrence County,21,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Lee County,21,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Leslie County,21,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Letcher County,21,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Lewis County,21,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Lincoln County,21,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kentucky,Livingston County,21,139,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Kentucky,Logan County,21,141,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Kentucky,Lyon County,21,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,McCracken County,21,145,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
Kentucky,McCreary County,21,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,McLean County,21,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Madison County,21,151,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kentucky,Magoffin County,21,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Marion County,21,155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Marshall County,21,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kentucky,Martin County,21,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Mason County,21,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Meade County,21,163,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Kentucky,Menifee County,21,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Mercer County,21,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Metcalfe County,21,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Kentucky,Monroe County,21,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Montgomery County,21,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Morgan County,21,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Muhlenberg County,21,177,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Nelson County,21,179,0,0,1,1,3,0,1,0,0,0,0,0,0,0,2
Kentucky,Nicholas County,21,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Ohio County,21,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Oldham County,21,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Owen County,21,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Owsley County,21,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Pendleton County,21,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Perry County,21,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Pike County,21,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Powell County,21,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Pulaski County,21,199,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Robertson County,21,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Rockcastle County,21,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Rowan County,21,205,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kentucky,Russell County,21,207,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kentucky,Scott County,21,209,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
Kentucky,Shelby County,21,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Simpson County,21,213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kentucky,Spencer County,21,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Taylor County,21,217,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Todd County,21,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Trigg County,21,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kentucky,Trimble County,21,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Union County,21,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Warren County,21,227,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kentucky,Washington County,21,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Wayne County,21,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kentucky,Webster County,21,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Whitley County,21,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Kentucky,Wolfe County,21,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Woodford County,21,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Kentucky,21,999,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0
Louisiana,Acadia Parish,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Louisiana,Allen Parish,22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Louisiana,Ascension Parish,22,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Louisiana,Assumption Parish,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Avoyelles Parish,22,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Beauregard Parish,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Bienville Parish,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Bossier Parish,22,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Caddo Parish,22,17,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0
Louisiana,Calcasieu Parish,22,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Caldwell Parish,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Cameron Parish,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Catahoula Parish,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Claiborne Parish,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Concordia Parish,22,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,De Soto Parish,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,East Baton Rouge Parish,22,33,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0
Louisiana,East Carroll Parish,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,East Feliciana Parish,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Evangeline Parish,22,39,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Louisiana,Franklin Parish,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Grant Parish,22,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Iberia Parish,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
